"Region","Source VM","OS","CPU policy","Status","Recommended VM","Source hourly","Recommended hourly","Monthly saving","Saving %","Currency","Confidence","Explanation"
"uksouth","Standard_E8-2s_v5","linux","any-compatible","source-price-missing","Standard_E8-2as_v7","","0.4197","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-2s_v6","linux","same-vendor","recommended","Standard_E8-2as_v7","0.4712","0.4197","37.595","10.929542","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.9% lower PAYG price."
"uksouth","Standard_E8-2s_v6","linux","prefer-same-vendor","recommended","Standard_E8-2as_v7","0.4712","0.4197","37.595","10.929542","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.9% lower PAYG price."
"uksouth","Standard_E8-2s_v6","linux","any-compatible","recommended","Standard_E8-2as_v7","0.4712","0.4197","37.595","10.929542","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.9% lower PAYG price."
"uksouth","Standard_E8-4ads_v5","linux","same-vendor","recommended","Standard_E8ads_v5","0.7455","0.7455","0","0","GBP","Medium","required usable CPU and memory preserved, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported and 0.0% lower PAYG price."
"uksouth","Standard_E8-4ads_v5","linux","prefer-same-vendor","recommended","Standard_E8-4ds_v4","0.7455","0.5121","170.382","31.307847","GBP","High","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 31.3% lower PAYG price."
"uksouth","Standard_E8-4ads_v5","linux","any-compatible","recommended","Standard_E8-4ds_v4","0.7455","0.5121","170.382","31.307847","GBP","High","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 31.3% lower PAYG price."
"uksouth","Standard_E8-4ads_v7","linux","same-vendor","recommended","Standard_E8-4as_v7","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8-4ads_v7","linux","prefer-same-vendor","recommended","Standard_E8-4as_v7","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8-4ads_v7","linux","any-compatible","recommended","Standard_E8-4as_v7","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8-4as_v4","linux","same-vendor","recommended","Standard_E8-4ads_v5","0.4485","0.7455","-216.81","-66.220736","GBP","High","same usable CPU and memory, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 66.2% higher PAYG price."
"uksouth","Standard_E8-4as_v4","linux","prefer-same-vendor","recommended","Standard_E8-4ads_v5","0.4485","0.7455","-216.81","-66.220736","GBP","High","same usable CPU and memory, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 66.2% higher PAYG price."
"uksouth","Standard_E8-4as_v4","linux","any-compatible","recommended","Standard_E8-4ads_v5","0.4485","0.7455","-216.81","-66.220736","GBP","High","same usable CPU and memory, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 66.2% higher PAYG price."
"uksouth","Standard_E8-4as_v5","linux","same-vendor","recommended","Standard_E8-4as_v7","0.6818","0.4197","191.333","38.442358","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 38.4% lower PAYG price."
"uksouth","Standard_E8-4as_v5","linux","prefer-same-vendor","recommended","Standard_E8-4as_v7","0.6818","0.4197","191.333","38.442358","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 38.4% lower PAYG price."
"uksouth","Standard_E8-4as_v5","linux","any-compatible","recommended","Standard_E8-4as_v7","0.6818","0.4197","191.333","38.442358","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 38.4% lower PAYG price."
"uksouth","Standard_E8-4as_v7","linux","same-vendor","recommended","Standard_E8-4ads_v7","0.4197","0.5114","-66.941","-21.84894","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.8% higher PAYG price."
"uksouth","Standard_E8-4as_v7","linux","prefer-same-vendor","recommended","Standard_E8-4ads_v7","0.4197","0.5114","-66.941","-21.84894","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.8% higher PAYG price."
"uksouth","Standard_E8-4as_v7","linux","any-compatible","recommended","Standard_E8-4ads_v7","0.4197","0.5114","-66.941","-21.84894","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.8% higher PAYG price."
"uksouth","Standard_E8-4ds_v4","linux","same-vendor","recommended","Standard_E8ds_v5","0.5121","0.5121","0","0","GBP","Medium","required usable CPU and memory preserved, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 0.0% lower PAYG price."
"uksouth","Standard_E8-4ds_v4","linux","prefer-same-vendor","recommended","Standard_E8ds_v5","0.5121","0.5121","0","0","GBP","Medium","required usable CPU and memory preserved, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 0.0% lower PAYG price."
"uksouth","Standard_E8-4ds_v4","linux","any-compatible","recommended","Standard_E8-4ads_v5","0.5121","0.7455","-170.382","-45.577036","GBP","High","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 45.6% higher PAYG price."
"uksouth","Standard_E8-4ds_v5","linux","same-vendor","source-price-missing","Standard_E16ds_v5","","1.0243","","","GBP","Medium","required usable CPU and memory preserved, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4ds_v5","linux","prefer-same-vendor","source-price-missing","Standard_DC8ds_v3","","0.794","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4ds_v5","linux","any-compatible","source-price-missing","Standard_DC8ds_v3","","0.794","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4ds_v6","linux","same-vendor","recommended","Standard_E8-4as_v7","0.5818","0.4197","118.333","27.861808","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 27.9% lower PAYG price."
"uksouth","Standard_E8-4ds_v6","linux","prefer-same-vendor","recommended","Standard_E8-4as_v7","0.5818","0.4197","118.333","27.861808","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 27.9% lower PAYG price."
"uksouth","Standard_E8-4ds_v6","linux","any-compatible","recommended","Standard_E8-4as_v7","0.5818","0.4197","118.333","27.861808","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 27.9% lower PAYG price."
"uksouth","Standard_E8-4s_v3","linux","same-vendor","source-price-missing","Standard_E8-4as_v4","","0.4485","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4s_v3","linux","prefer-same-vendor","source-price-missing","Standard_E8-4as_v4","","0.4485","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4s_v3","linux","any-compatible","source-price-missing","Standard_E8-4as_v4","","0.4485","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4s_v4","linux","same-vendor","recommended","Standard_E8-4as_v7","0.4485","0.4197","21.024","6.421405","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 6.4% lower PAYG price."
"uksouth","Standard_E8-4s_v4","linux","prefer-same-vendor","recommended","Standard_E8-4as_v7","0.4485","0.4197","21.024","6.421405","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 6.4% lower PAYG price."
"uksouth","Standard_E8-4s_v4","linux","any-compatible","recommended","Standard_E8-4as_v7","0.4485","0.4197","21.024","6.421405","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 6.4% lower PAYG price."
"uksouth","Standard_E8-4s_v5","linux","same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4s_v5","linux","prefer-same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4s_v5","linux","any-compatible","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8-4s_v6","linux","same-vendor","recommended","Standard_E8-4as_v7","0.4712","0.4197","37.595","10.929542","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.9% lower PAYG price."
"uksouth","Standard_E8-4s_v6","linux","prefer-same-vendor","recommended","Standard_E8-4as_v7","0.4712","0.4197","37.595","10.929542","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.9% lower PAYG price."
"uksouth","Standard_E8-4s_v6","linux","any-compatible","recommended","Standard_E8-4as_v7","0.4712","0.4197","37.595","10.929542","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.9% lower PAYG price."
"uksouth","Standard_E80ids_v4","linux","same-vendor","recommended","Standard_E104ids_v5","5.1214","7.3238","-1607.752","-43.003866","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 43.0% higher PAYG price."
"uksouth","Standard_E80ids_v4","linux","prefer-same-vendor","recommended","Standard_E104ids_v5","5.1214","7.3238","-1607.752","-43.003866","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 43.0% higher PAYG price."
"uksouth","Standard_E80ids_v4","linux","any-compatible","recommended","Standard_E104ids_v5","5.1214","7.3238","-1607.752","-43.003866","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 43.0% higher PAYG price."
"uksouth","Standard_E80is_v4","linux","same-vendor","recommended","Standard_E80ids_v4","4.485","5.1214","-464.572","-14.189521","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 14.2% higher PAYG price."
"uksouth","Standard_E80is_v4","linux","prefer-same-vendor","recommended","Standard_E80ids_v4","4.485","5.1214","-464.572","-14.189521","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 14.2% higher PAYG price."
"uksouth","Standard_E80is_v4","linux","any-compatible","recommended","Standard_E80ids_v4","4.485","5.1214","-464.572","-14.189521","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 14.2% higher PAYG price."
"uksouth","Standard_E8a_v4","linux","same-vendor","recommended","Standard_E8_v3","0.4485","0.4727","-17.666","-5.395764","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 5.4% higher PAYG price."
"uksouth","Standard_E8a_v4","linux","prefer-same-vendor","recommended","Standard_E8_v3","0.4485","0.4727","-17.666","-5.395764","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 5.4% higher PAYG price."
"uksouth","Standard_E8a_v4","linux","any-compatible","recommended","Standard_E8_v3","0.4485","0.4727","-17.666","-5.395764","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 5.4% higher PAYG price."
"uksouth","Standard_E8ads_v5","linux","same-vendor","recommended","Standard_D16ads_v5","0.7455","1.2849","-393.762","-72.354125","GBP","Medium","required usable CPU and memory preserved, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported and 72.4% higher PAYG price."
"uksouth","Standard_E8ads_v5","linux","prefer-same-vendor","recommended","Standard_E8ds_v5","0.7455","0.5121","170.382","31.307847","GBP","High","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 31.3% lower PAYG price."
"uksouth","Standard_E8ads_v5","linux","any-compatible","recommended","Standard_E8ds_v5","0.7455","0.5121","170.382","31.307847","GBP","High","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 31.3% lower PAYG price."
"uksouth","Standard_E8ads_v6","linux","same-vendor","recommended","Standard_E8as_v6","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8ads_v6","linux","prefer-same-vendor","recommended","Standard_E8as_v6","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8ads_v6","linux","any-compatible","recommended","Standard_E8as_v6","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8ads_v7","linux","same-vendor","recommended","Standard_E8as_v7","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8ads_v7","linux","prefer-same-vendor","recommended","Standard_E8as_v7","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8ads_v7","linux","any-compatible","recommended","Standard_E8as_v7","0.5114","0.4197","66.941","17.931169","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_E8as_v4","linux","same-vendor","source-price-missing","Standard_E8ads_v5","","0.7455","","","GBP","High","same usable CPU and memory, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8as_v4","linux","prefer-same-vendor","source-price-missing","Standard_E8ads_v5","","0.7455","","","GBP","High","same usable CPU and memory, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8as_v4","linux","any-compatible","source-price-missing","Standard_E8ads_v5","","0.7455","","","GBP","High","same usable CPU and memory, AMD/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8as_v5","linux","same-vendor","recommended","Standard_E8as_v6","0.6818","0.4197","191.333","38.442358","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 38.4% lower PAYG price."
"uksouth","Standard_E8as_v5","linux","prefer-same-vendor","recommended","Standard_E8as_v6","0.6818","0.4197","191.333","38.442358","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 38.4% lower PAYG price."
"uksouth","Standard_E8as_v5","linux","any-compatible","recommended","Standard_E8as_v6","0.6818","0.4197","191.333","38.442358","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 38.4% lower PAYG price."
"uksouth","Standard_E8as_v6","linux","same-vendor","recommended","Standard_E8as_v7","0.4197","0.4197","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 0.0% lower PAYG price."
"uksouth","Standard_E8as_v6","linux","prefer-same-vendor","recommended","Standard_E8as_v7","0.4197","0.4197","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 0.0% lower PAYG price."
"uksouth","Standard_E8as_v6","linux","any-compatible","recommended","Standard_E8as_v7","0.4197","0.4197","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 0.0% lower PAYG price."
"uksouth","Standard_E8as_v7","linux","same-vendor","recommended","Standard_E8ads_v7","0.4197","0.5114","-66.941","-21.84894","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.8% higher PAYG price."
"uksouth","Standard_E8as_v7","linux","prefer-same-vendor","recommended","Standard_E8ads_v7","0.4197","0.5114","-66.941","-21.84894","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.8% higher PAYG price."
"uksouth","Standard_E8as_v7","linux","any-compatible","recommended","Standard_E8ads_v7","0.4197","0.5114","-66.941","-21.84894","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.8% higher PAYG price."
"uksouth","Standard_E8bds_v5","linux","same-vendor","recommended","Standard_E8ds_v4","0.5985","0.5121","63.072","14.43609","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 14.4% lower PAYG price."
"uksouth","Standard_E8bds_v5","linux","prefer-same-vendor","recommended","Standard_E8ds_v4","0.5985","0.5121","63.072","14.43609","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 14.4% lower PAYG price."
"uksouth","Standard_E8bds_v5","linux","any-compatible","recommended","Standard_E8ds_v4","0.5985","0.5121","63.072","14.43609","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 14.4% lower PAYG price."
"uksouth","Standard_E8bs_v5","linux","same-vendor","recommended","Standard_E8as_v6","0.5349","0.4197","84.096","21.536736","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.5% lower PAYG price."
"uksouth","Standard_E8bs_v5","linux","prefer-same-vendor","recommended","Standard_E8as_v6","0.5349","0.4197","84.096","21.536736","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.5% lower PAYG price."
"uksouth","Standard_E8bs_v5","linux","any-compatible","recommended","Standard_E8as_v6","0.5349","0.4197","84.096","21.536736","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.5% lower PAYG price."
"uksouth","Standard_E8d_v4","linux","same-vendor","recommended","Standard_E8d_v5","0.5121","0.5121","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 0.0% lower PAYG price."
"uksouth","Standard_E8d_v4","linux","prefer-same-vendor","recommended","Standard_E8d_v5","0.5121","0.5121","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 0.0% lower PAYG price."
"uksouth","Standard_E8d_v4","linux","any-compatible","recommended","Standard_E8d_v5","0.5121","0.5121","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 0.0% lower PAYG price."
"uksouth","Standard_E8d_v5","linux","same-vendor","recommended","Standard_E8d_v4","0.5121","0.5121","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 0.0% lower PAYG price."
"uksouth","Standard_E8d_v5","linux","prefer-same-vendor","recommended","Standard_E8d_v4","0.5121","0.5121","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 0.0% lower PAYG price."
"uksouth","Standard_E8d_v5","linux","any-compatible","recommended","Standard_E8d_v4","0.5121","0.5121","0","0","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 0.0% lower PAYG price."
"uksouth","Standard_E8ds_v4","linux","same-vendor","recommended","Standard_E8ds_v5","0.5121","0.5121","0","0","GBP","High","same usable CPU and memory, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 0.0% lower PAYG price."
"uksouth","Standard_E8ds_v4","linux","prefer-same-vendor","recommended","Standard_E8ds_v5","0.5121","0.5121","0","0","GBP","High","same usable CPU and memory, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 0.0% lower PAYG price."
"uksouth","Standard_E8ds_v4","linux","any-compatible","recommended","Standard_E8ds_v5","0.5121","0.5121","0","0","GBP","High","same usable CPU and memory, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported, newer CPU generation and 0.0% lower PAYG price."
"uksouth","Standard_E8ds_v5","linux","same-vendor","recommended","Standard_E16ds_v5","0.5121","1.0243","-373.906","-100.019527","GBP","Medium","required usable CPU and memory preserved, Intel/x64 preserved, temporary storage requirement preserved, Premium SSD supported and 100.0% higher PAYG price."
"uksouth","Standard_E8ds_v5","linux","prefer-same-vendor","recommended","Standard_E8bds_v5","0.5121","0.5985","-63.072","-16.871705","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 16.9% higher PAYG price."
"uksouth","Standard_E8ds_v5","linux","any-compatible","recommended","Standard_E8bds_v5","0.5121","0.5985","-63.072","-16.871705","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 16.9% higher PAYG price."
"uksouth","Standard_E8ds_v6","linux","same-vendor","recommended","Standard_E8as_v7","0.5818","0.4197","118.333","27.861808","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 27.9% lower PAYG price."
"uksouth","Standard_E8ds_v6","linux","prefer-same-vendor","recommended","Standard_E8as_v7","0.5818","0.4197","118.333","27.861808","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 27.9% lower PAYG price."
"uksouth","Standard_E8ds_v6","linux","any-compatible","recommended","Standard_E8as_v7","0.5818","0.4197","118.333","27.861808","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 27.9% lower PAYG price."
"uksouth","Standard_E8nds_v6","linux","same-vendor","recommended","Standard_E8as_v7","0.7402","0.4197","233.965","43.299108","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 43.3% lower PAYG price."
"uksouth","Standard_E8nds_v6","linux","prefer-same-vendor","recommended","Standard_E8as_v7","0.7402","0.4197","233.965","43.299108","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 43.3% lower PAYG price."
"uksouth","Standard_E8nds_v6","linux","any-compatible","recommended","Standard_E8as_v7","0.7402","0.4197","233.965","43.299108","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 43.3% lower PAYG price."
"uksouth","Standard_E8ns_v6","linux","same-vendor","recommended","Standard_E8as_v7","0.6606","0.4197","175.857","36.466848","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 36.5% lower PAYG price."
"uksouth","Standard_E8ns_v6","linux","prefer-same-vendor","recommended","Standard_E8as_v7","0.6606","0.4197","175.857","36.466848","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 36.5% lower PAYG price."
"uksouth","Standard_E8ns_v6","linux","any-compatible","recommended","Standard_E8as_v7","0.6606","0.4197","175.857","36.466848","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 36.5% lower PAYG price."
"uksouth","Standard_E8pds_v5","linux","same-vendor","recommended","Standard_D16pds_v5","0.4106","0.6318","-161.476","-53.872382","GBP","Medium","required usable CPU and memory preserved, Arm64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 53.9% higher PAYG price."
"uksouth","Standard_E8pds_v5","linux","prefer-same-vendor","recommended","Standard_D16pds_v5","0.4106","0.6318","-161.476","-53.872382","GBP","Medium","required usable CPU and memory preserved, Arm64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 53.9% higher PAYG price."
"uksouth","Standard_E8pds_v5","linux","any-compatible","recommended","Standard_D16pds_v5","0.4106","0.6318","-161.476","-53.872382","GBP","Medium","required usable CPU and memory preserved, Arm64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 53.9% higher PAYG price."
"uksouth","Standard_E8pds_v6","linux","same-vendor","recommended","Standard_E8ps_v6","0.4083","0.322","62.999","21.136419","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 21.1% lower PAYG price."
"uksouth","Standard_E8pds_v6","linux","prefer-same-vendor","recommended","Standard_E8ps_v6","0.4083","0.322","62.999","21.136419","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 21.1% lower PAYG price."
"uksouth","Standard_E8pds_v6","linux","any-compatible","recommended","Standard_E8ps_v6","0.4083","0.322","62.999","21.136419","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 21.1% lower PAYG price."
"uksouth","Standard_E8ps_v5","linux","same-vendor","recommended","Standard_E8ps_v6","0.3591","0.322","27.083","10.331384","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 10.3% lower PAYG price."
"uksouth","Standard_E8ps_v5","linux","prefer-same-vendor","recommended","Standard_E8ps_v6","0.3591","0.322","27.083","10.331384","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 10.3% lower PAYG price."
"uksouth","Standard_E8ps_v5","linux","any-compatible","recommended","Standard_E8ps_v6","0.3591","0.322","27.083","10.331384","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 10.3% lower PAYG price."
"uksouth","Standard_E8ps_v6","linux","same-vendor","recommended","Standard_E8pds_v6","0.322","0.4083","-62.999","-26.801242","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 26.8% higher PAYG price."
"uksouth","Standard_E8ps_v6","linux","prefer-same-vendor","recommended","Standard_E8pds_v6","0.322","0.4083","-62.999","-26.801242","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 26.8% higher PAYG price."
"uksouth","Standard_E8ps_v6","linux","any-compatible","recommended","Standard_E8pds_v6","0.322","0.4083","-62.999","-26.801242","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 26.8% higher PAYG price."
"uksouth","Standard_E8s_v3","linux","same-vendor","source-price-missing","Standard_E8ds_v4","","0.5121","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8s_v3","linux","prefer-same-vendor","source-price-missing","Standard_E8ds_v4","","0.5121","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8s_v3","linux","any-compatible","source-price-missing","Standard_E8ds_v4","","0.5121","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_E8s_v4","linux","same-vendor","recommended","Standard_E8as_v6","0.4485","0.4197","21.024","6.421405","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 6.4% lower PAYG price."
"uksouth","Standard_E8s_v4","linux","prefer-same-vendor","recommended","Standard_E8as_v6","0.4485","0.4197","21.024","6.421405","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 6.4% lower PAYG price."
